typo_word,correct_word,typo_type,mistake_position,edit_distance,word_length,typo_length,length_difference,same_first_letter,is_last_letter_error
variabl,variable,delete_last_letter,last1,1,8,7,1,1,1
variabel,variable,swap_last_two_letters,last2,2,8,8,0,1,1
variablme,variable,insert_near_ending,last3,1,8,9,-1,1,1
variabvle,variable,insert_near_ending,last3,1,8,9,-1,1,1
variable,variable,no_typo,none,0,8,8,0,1,0
progvam,program,replace_last_letter,last3,1,7,7,0,1,1
progam,program,delete_last_letter,last3,1,7,6,1,1,1
progrkm,program,replace_last_letter,last2,1,7,7,0,1,1
progrm,program,delete_last_letter,last2,1,7,6,1,1,1
prograp,program,replace_last_letter,last1,1,7,7,0,1,1
progra,program,delete_last_letter,last1,1,7,6,1,1,1
progrma,program,swap_last_two_letters,last2,2,7,7,0,1,1
prograym,program,insert_near_ending,last3,1,7,8,-1,1,1
progaram,program,insert_near_ending,last3,1,7,8,-1,1,1
program,program,no_typo,none,0,7,7,0,1,0
algoriohm,algorithm,replace_last_letter,last3,1,9,9,0,1,1
algorihm,algorithm,delete_last_letter,last3,1,9,8,1,1,1
algoritum,algorithm,replace_last_letter,last2,1,9,9,0,1,1
algoritm,algorithm,delete_last_letter,last2,1,9,8,1,1,1
algoritht,algorithm,replace_last_letter,last1,1,9,9,0,1,1
algorith,algorithm,delete_last_letter,last1,1,9,8,1,1,1
algoritmh,algorithm,swap_last_two_letters,last2,2,9,9,0,1,1
algoricthm,algorithm,insert_near_ending,last3,1,9,10,-1,1,1
algoritqhm,algorithm,insert_near_ending,last3,1,9,10,-1,1,1
algorithm,algorithm,no_typo,none,0,9,9,0,1,0
keybojrd,keyboard,replace_last_letter,last3,1,8,8,0,1,1
keybord,keyboard,delete_last_letter,last3,1,8,7,1,1,1
keyboaed,keyboard,replace_last_letter,last2,1,8,8,0,1,1
keyboad,keyboard,delete_last_letter,last2,1,8,7,1,1,1
keyboarm,keyboard,replace_last_letter,last1,1,8,8,0,1,1
keyboar,keyboard,delete_last_letter,last1,1,8,7,1,1,1
keyboadr,keyboard,swap_last_two_letters,last2,2,8,8,0,1,1
keybohard,keyboard,insert_near_ending,last3,1,8,9,-1,1,1
keyboarjd,keyboard,insert_near_ending,last3,1,8,9,-1,1,1
keyboard,keyboard,no_typo,none,0,8,8,0,1,0
typfng,typing,replace_last_letter,last3,1,6,6,0,1,1
typng,typing,delete_last_letter,last3,1,6,5,1,1,1
typipg,typing,replace_last_letter,last2,1,6,6,0,1,1
typig,typing,delete_last_letter,last2,1,6,5,1,1,1
typins,typing,replace_last_letter,last1,1,6,6,0,1,1
typin,typing,delete_last_letter,last1,1,6,5,1,1,1
typign,typing,swap_last_two_letters,last2,2,6,6,0,1,1
typintg,typing,insert_near_ending,last3,1,6,7,-1,1,1
typving,typing,insert_near_ending,last3,1,6,7,-1,1,1
typing,typing,no_typo,none,0,6,6,0,1,0
sentesce,sentence,replace_last_letter,last3,1,8,8,0,1,1
sentece,sentence,delete_last_letter,last3,1,8,7,1,1,1
sentenke,sentence,replace_last_letter,last2,1,8,8,0,1,1
sentene,sentence,delete_last_letter,last2,1,8,7,1,1,1
sentencw,sentence,replace_last_letter,last1,1,8,8,0,1,1
sentenc,sentence,delete_last_letter,last1,1,8,7,1,1,1
sentenec,sentence,swap_last_two_letters,last2,2,8,8,0,1,1
senteence,sentence,insert_near_ending,last3,1,8,9,-1,1,1
sentencde,sentence,insert_near_ending,last3,1,8,9,-1,1,1
sentence,sentence,no_typo,none,0,8,8,0,1,0
wdrd,word,replace_last_letter,last3,1,4,4,0,1,1
wrd,word,delete_last_letter,last3,1,4,3,1,1,1
woyd,word,replace_last_letter,last2,1,4,4,0,1,1
wod,word,delete_last_letter,last2,1,4,3,1,1,1
wors,word,replace_last_letter,last1,1,4,4,0,1,1
wor,word,delete_last_letter,last1,1,4,3,1,1,1
wodr,word,swap_last_two_letters,last2,2,4,4,0,1,1
woird,word,insert_near_ending,last3,1,4,5,-1,1,1
wortd,word,insert_near_ending,last3,1,4,5,-1,1,1
word,word,no_typo,none,0,4,4,0,1,0
thxt,text,replace_last_letter,last3,1,4,4,0,1,1
txt,text,delete_last_letter,last3,1,4,3,1,1,1
tewt,text,replace_last_letter,last2,1,4,4,0,1,1
tet,text,delete_last_letter,last2,1,4,3,1,1,1
texk,text,replace_last_letter,last1,1,4,4,0,1,1
tex,text,delete_last_letter,last1,1,4,3,1,1,1
tetx,text,swap_last_two_letters,last2,2,4,4,0,1,1
tevxt,text,insert_near_ending,last3,1,4,5,-1,1,1
texqt,text,insert_near_ending,last3,1,4,5,-1,1,1
text,text,no_typo,none,0,4,4,0,1,0
inqut,input,replace_last_letter,last3,1,5,5,0,1,1
inut,input,delete_last_letter,last3,1,5,4,1,1,1
inpit,input,replace_last_letter,last2,1,5,5,0,1,1
inpt,input,delete_last_letter,last2,1,5,4,1,1,1
inpub,input,replace_last_letter,last1,1,5,5,0,1,1
inpu,input,delete_last_letter,last1,1,5,4,1,1,1
inptu,input,swap_last_two_letters,last2,2,5,5,0,1,1
inuput,input,insert_near_ending,last3,1,5,6,-1,1,1
inputi,input,insert_near_ending,last3,1,5,6,-1,1,1
input,input,no_typo,none,0,5,5,0,1,0
outbut,output,replace_last_letter,last3,1,6,6,0,1,1
outut,output,delete_last_letter,last3,1,6,5,1,1,1
outpat,output,replace_last_letter,last2,1,6,6,0,1,1
outpt,output,delete_last_letter,last2,1,6,5,1,1,1
outpuk,output,replace_last_letter,last1,1,6,6,0,1,1
outpu,output,delete_last_letter,last1,1,6,5,1,1,1
outptu,output,swap_last_two_letters,last2,2,6,6,0,1,1
outpuut,output,insert_near_ending,last3,1,6,7,-1,1,1
outpuft,output,insert_near_ending,last3,1,6,7,-1,1,1
output,output,no_typo,none,0,6,6,0,1,0
predictyon,prediction,replace_last_letter,last3,1,10,10,0,1,1
predicton,prediction,delete_last_letter,last3,1,10,9,1,1,1
predictipn,prediction,replace_last_letter,last2,1,10,10,0,1,1
predictin,prediction,delete_last_letter,last2,1,10,9,1,1,1
predictios,prediction,replace_last_letter,last1,1,10,10,0,1,1
predictio,prediction,delete_last_letter,last1,1,10,9,1,1,1
predictino,prediction,swap_last_two_letters,last2,2,10,10,0,1,1
predictionr,prediction,insert_near_ending,last3,1,10,11,-1,1,1
predictdion,prediction,insert_near_ending,last3,1,10,11,-1,1,1
prediction,prediction,no_typo,none,0,10,10,0,1,0
accurdcy,accuracy,replace_last_letter,last3,1,8,8,0,1,1
accurcy,accuracy,delete_last_letter,last3,1,8,7,1,1,1
accuraxy,accuracy,replace_last_letter,last2,1,8,8,0,1,1
accuray,accuracy,delete_last_letter,last2,1,8,7,1,1,1
accurace,accuracy,replace_last_letter,last1,1,8,8,0,1,1
accurac,accuracy,delete_last_letter,last1,1,8,7,1,1,1
accurayc,accuracy,swap_last_two_letters,last2,2,8,8,0,1,1
accurlacy,accuracy,insert_near_ending,last3,1,8,9,-1,1,1
accurancy,accuracy,insert_near_ending,last3,1,8,9,-1,1,1
accuracy,accuracy,no_typo,none,0,8,8,0,1,0
traineng,training,replace_last_letter,last3,1,8,8,0,1,1
trainng,training,delete_last_letter,last3,1,8,7,1,1,1
trainibg,training,replace_last_letter,last2,1,8,8,0,1,1
trainig,training,delete_last_letter,last2,1,8,7,1,1,1
trainink,training,replace_last_letter,last1,1,8,8,0,1,1
trainin,training,delete_last_letter,last1,1,8,7,1,1,1
trainign,training,swap_last_two_letters,last2,2,8,8,0,1,1
traininzg,training,insert_near_ending,last3,1,8,9,-1,1,1
trainling,training,insert_near_ending,last3,1,8,9,-1,1,1
training,training,no_typo,none,0,8,8,0,1,0
testgng,testing,replace_last_letter,last3,1,7,7,0,1,1
testng,testing,delete_last_letter,last3,1,7,6,1,1,1
testiwg,testing,replace_last_letter,last2,1,7,7,0,1,1
testig,testing,delete_last_letter,last2,1,7,6,1,1,1
testini,testing,replace_last_letter,last1,1,7,7,0,1,1
testin,testing,delete_last_letter,last1,1,7,6,1,1,1
testign,testing,swap_last_two_letters,last2,2,7,7,0,1,1
testling,testing,insert_near_ending,last3,1,7,8,-1,1,1
testingt,testing,insert_near_ending,last3,1,7,8,-1,1,1
testing,testing,no_typo,none,0,7,7,0,1,0
featyre,feature,replace_last_letter,last3,1,7,7,0,1,1
featre,feature,delete_last_letter,last3,1,7,6,1,1,1
featuee,feature,replace_last_letter,last2,1,7,7,0,1,1
featue,feature,delete_last_letter,last2,1,7,6,1,1,1
featuri,feature,replace_last_letter,last1,1,7,7,0,1,1
featur,feature,delete_last_letter,last1,1,7,6,1,1,1
featuer,feature,swap_last_two_letters,last2,2,7,7,0,1,1
featuzre,feature,insert_near_ending,last3,1,7,8,-1,1,1
featunre,feature,insert_near_ending,last3,1,7,8,-1,1,1
feature,feature,no_typo,none,0,7,7,0,1,0
taraet,target,replace_last_letter,last3,1,6,6,0,1,1
taret,target,delete_last_letter,last3,1,6,5,1,1,1
targgt,target,replace_last_letter,last2,1,6,6,0,1,1
targt,target,delete_last_letter,last2,1,6,5,1,1,1
targey,target,replace_last_letter,last1,1,6,6,0,1,1
targe,target,delete_last_letter,last1,1,6,5,1,1,1
targte,target,swap_last_two_letters,last2,2,6,6,0,1,1
targezt,target,insert_near_ending,last3,1,6,7,-1,1,1
targetz,target,insert_near_ending,last3,1,6,7,-1,1,1
target,target,no_typo,none,0,6,6,0,1,0
classificatwon,classification,replace_last_letter,last3,1,14,14,0,1,1
classificaton,classification,delete_last_letter,last3,1,14,13,1,1,1
classificatiyn,classification,replace_last_letter,last2,1,14,14,0,1,1
classificatin,classification,delete_last_letter,last2,1,14,13,1,1,1
classificatioh,classification,replace_last_letter,last1,1,14,14,0,1,1
classificatio,classification,delete_last_letter,last1,1,14,13,1,1,1
classificatino,classification,swap_last_two_letters,last2,2,14,14,0,1,1
classificatiofn,classification,insert_near_ending,last3,1,14,15,-1,1,1
classificatmion,classification,insert_near_ending,last3,1,14,15,-1,1,1
classification,classification,no_typo,none,0,14,14,0,1,0
regressbon,regression,replace_last_letter,last3,1,10,10,0,1,1
regresson,regression,delete_last_letter,last3,1,10,9,1,1,1
regressiqn,regression,replace_last_letter,last2,1,10,10,0,1,1
regressin,regression,delete_last_letter,last2,1,10,9,1,1,1
regressioh,regression,replace_last_letter,last1,1,10,10,0,1,1
regressio,regression,delete_last_letter,last1,1,10,9,1,1,1
regressino,regression,swap_last_two_letters,last2,2,10,10,0,1,1
regressioon,regression,insert_near_ending,last3,1,10,11,-1,1,1
regressiojn,regression,insert_near_ending,last3,1,10,11,-1,1,1
regression,regression,no_typo,none,0,10,10,0,1,0
raniom,random,replace_last_letter,last3,1,6,6,0,1,1
ranom,random,delete_last_letter,last3,1,6,5,1,1,1
randhm,random,replace_last_letter,last2,1,6,6,0,1,1
randm,random,delete_last_letter,last2,1,6,5,1,1,1
randoa,random,replace_last_letter,last1,1,6,6,0,1,1
rando,random,delete_last_letter,last1,1,6,5,1,1,1
randmo,random,swap_last_two_letters,last2,2,6,6,0,1,1
randmom,random,insert_near_ending,last3,1,6,7,-1,1,1
randoim,random,insert_near_ending,last3,1,6,7,-1,1,1
random,random,no_typo,none,0,6,6,0,1,0
forcst,forest,replace_last_letter,last3,1,6,6,0,1,1
forst,forest,delete_last_letter,last3,1,6,5,1,1,1
forezt,forest,replace_last_letter,last2,1,6,6,0,1,1
foret,forest,delete_last_letter,last2,1,6,5,1,1,1
foresi,forest,replace_last_letter,last1,1,6,6,0,1,1
fores,forest,delete_last_letter,last1,1,6,5,1,1,1
forets,forest,swap_last_two_letters,last2,2,6,6,0,1,1
foresut,forest,insert_near_ending,last3,1,6,7,-1,1,1
forestv,forest,insert_near_ending,last3,1,6,7,-1,1,1
forest,forest,no_typo,none,0,6,6,0,1,0
decisson,decision,replace_last_letter,last3,1,8,8,0,1,1
decison,decision,delete_last_letter,last3,1,8,7,1,1,1
decisikn,decision,replace_last_letter,last2,1,8,8,0,1,1
decisin,decision,delete_last_letter,last2,1,8,7,1,1,1
decisioa,decision,replace_last_letter,last1,1,8,8,0,1,1
decisio,decision,delete_last_letter,last1,1,8,7,1,1,1
decisino,decision,swap_last_two_letters,last2,2,8,8,0,1,1
decisiion,decision,insert_near_ending,last3,1,8,9,-1,1,1
decisison,decision,insert_near_ending,last3,1,8,9,-1,1,1
decision,decision,no_typo,none,0,8,8,0,1,0
tiee,tree,replace_last_letter,last3,1,4,4,0,1,1
tee,tree,delete_last_letter,last3,1,4,3,1,1,1
trbe,tree,replace_last_letter,last2,1,4,4,0,1,1
tre,tree,delete_last_letter,last2,1,4,3,1,1,1
tred,tree,replace_last_letter,last1,1,4,4,0,1,1
treel,tree,insert_near_ending,last3,1,4,5,-1,1,1
trene,tree,insert_near_ending,last3,1,4,5,-1,1,1
tree,tree,no_typo,none,0,4,4,0,1,0
restlt,result,replace_last_letter,last3,1,6,6,0,1,1
reslt,result,delete_last_letter,last3,1,6,5,1,1,1
resurt,result,replace_last_letter,last2,1,6,6,0,1,1
resut,result,delete_last_letter,last2,1,6,5,1,1,1
resuld,result,replace_last_letter,last1,1,6,6,0,1,1
resul,result,delete_last_letter,last1,1,6,5,1,1,1
resutl,result,swap_last_two_letters,last2,2,6,6,0,1,1
results,result,insert_near_ending,last3,1,6,7,-1,1,1
resuilt,result,insert_near_ending,last3,1,6,7,-1,1,1
result,result,no_typo,none,0,6,6,0,1,0
scbre,score,replace_last_letter,last3,1,5,5,0,1,1
scre,score,delete_last_letter,last3,1,5,4,1,1,1
scoxe,score,replace_last_letter,last2,1,5,5,0,1,1
scoe,score,delete_last_letter,last2,1,5,4,1,1,1
scoro,score,replace_last_letter,last1,1,5,5,0,1,1
scor,score,delete_last_letter,last1,1,5,4,1,1,1
scoer,score,swap_last_two_letters,last2,2,5,5,0,1,1
scqore,score,insert_near_ending,last3,1,5,6,-1,1,1
scolre,score,insert_near_ending,last3,1,5,6,-1,1,1
score,score,no_typo,none,0,5,5,0,1,0
custooer,customer,replace_last_letter,last3,1,8,8,0,1,1
custoer,customer,delete_last_letter,last3,1,8,7,1,1,1
customcr,customer,replace_last_letter,last2,1,8,8,0,1,1
customr,customer,delete_last_letter,last2,1,8,7,1,1,1
customew,customer,replace_last_letter,last1,1,8,8,0,1,1
custome,customer,delete_last_letter,last1,1,8,7,1,1,1
customre,customer,swap_last_two_letters,last2,2,8,8,0,1,1
custometr,customer,insert_near_ending,last3,1,8,9,-1,1,1
customevr,customer,insert_near_ending,last3,1,8,9,-1,1,1
customer,customer,no_typo,none,0,8,8,0,1,0
proddct,product,replace_last_letter,last3,1,7,7,0,1,1
prodct,product,delete_last_letter,last3,1,7,6,1,1,1
produyt,product,replace_last_letter,last2,1,7,7,0,1,1
produt,product,delete_last_letter,last2,1,7,6,1,1,1
producj,product,replace_last_letter,last1,1,7,7,0,1,1
produc,product,delete_last_letter,last1,1,7,6,1,1,1
produtc,product,swap_last_two_letters,last2,2,7,7,0,1,1
producvt,product,insert_near_ending,last3,1,7,8,-1,1,1
productk,product,insert_near_ending,last3,1,7,8,-1,1,1
product,product,no_typo,none,0,7,7,0,1,0
servnce,service,replace_last_letter,last3,1,7,7,0,1,1
servce,service,delete_last_letter,last3,1,7,6,1,1,1
servixe,service,replace_last_letter,last2,1,7,7,0,1,1
servie,service,delete_last_letter,last2,1,7,6,1,1,1
servick,service,replace_last_letter,last1,1,7,7,0,1,1
servic,service,delete_last_letter,last1,1,7,6,1,1,1
serviec,service,swap_last_two_letters,last2,2,7,7,0,1,1
servigce,service,insert_near_ending,last3,1,7,8,-1,1,1
servicev,service,insert_near_ending,last3,1,7,8,-1,1,1
service,service,no_typo,none,0,7,7,0,1,0
suppmrt,support,replace_last_letter,last3,1,7,7,0,1,1
supprt,support,delete_last_letter,last3,1,7,6,1,1,1
suppowt,support,replace_last_letter,last2,1,7,7,0,1,1
suppot,support,delete_last_letter,last2,1,7,6,1,1,1
suppory,support,replace_last_letter,last1,1,7,7,0,1,1
suppor,support,delete_last_letter,last1,1,7,6,1,1,1
suppotr,support,swap_last_two_letters,last2,2,7,7,0,1,1
suppotrt,support,insert_near_ending,last3,1,7,8,-1,1,1
suppormt,support,insert_near_ending,last3,1,7,8,-1,1,1
support,support,no_typo,none,0,7,7,0,1,0
ticset,ticket,replace_last_letter,last3,1,6,6,0,1,1
ticet,ticket,delete_last_letter,last3,1,6,5,1,1,1
tickat,ticket,replace_last_letter,last2,1,6,6,0,1,1
tickt,ticket,delete_last_letter,last2,1,6,5,1,1,1
tickej,ticket,replace_last_letter,last1,1,6,6,0,1,1
ticke,ticket,delete_last_letter,last1,1,6,5,1,1,1
tickte,ticket,swap_last_two_letters,last2,2,6,6,0,1,1
tickegt,ticket,insert_near_ending,last3,1,6,7,-1,1,1
ticketz,ticket,insert_near_ending,last3,1,6,7,-1,1,1
ticket,ticket,no_typo,none,0,6,6,0,1,0
probtem,problem,replace_last_letter,last3,1,7,7,0,1,1
probem,problem,delete_last_letter,last3,1,7,6,1,1,1
problum,problem,replace_last_letter,last2,1,7,7,0,1,1
problm,problem,delete_last_letter,last2,1,7,6,1,1,1
problev,problem,replace_last_letter,last1,1,7,7,0,1,1
proble,problem,delete_last_letter,last1,1,7,6,1,1,1
problme,problem,swap_last_two_letters,last2,2,7,7,0,1,1
probleom,problem,insert_near_ending,last3,1,7,8,-1,1,1
problemo,problem,insert_near_ending,last3,1,7,8,-1,1,1
problem,problem,no_typo,none,0,7,7,0,1,0
solutwon,solution,replace_last_letter,last3,1,8,8,0,1,1
soluton,solution,delete_last_letter,last3,1,8,7,1,1,1
solutign,solution,replace_last_letter,last2,1,8,8,0,1,1
solutin,solution,delete_last_letter,last2,1,8,7,1,1,1
solutior,solution,replace_last_letter,last1,1,8,8,0,1,1
solutio,solution,delete_last_letter,last1,1,8,7,1,1,1
solutino,solution,swap_last_two_letters,last2,2,8,8,0,1,1
solutionz,solution,insert_near_ending,last3,1,8,9,-1,1,1
solutivon,solution,insert_near_ending,last3,1,8,9,-1,1,1
solution,solution,no_typo,none,0,8,8,0,1,0
questcon,question,replace_last_letter,last3,1,8,8,0,1,1
queston,question,delete_last_letter,last3,1,8,7,1,1,1
questijn,question,replace_last_letter,last2,1,8,8,0,1,1
questin,question,delete_last_letter,last2,1,8,7,1,1,1
questior,question,replace_last_letter,last1,1,8,8,0,1,1
questio,question,delete_last_letter,last1,1,8,7,1,1,1
questino,question,swap_last_two_letters,last2,2,8,8,0,1,1
questiocn,question,insert_near_ending,last3,1,8,9,-1,1,1
questivon,question,insert_near_ending,last3,1,8,9,-1,1,1
question,question,no_typo,none,0,8,8,0,1,0
ansjer,answer,replace_last_letter,last3,1,6,6,0,1,1
anser,answer,delete_last_letter,last3,1,6,5,1,1,1
answir,answer,replace_last_letter,last2,1,6,6,0,1,1
answr,answer,delete_last_letter,last2,1,6,5,1,1,1
answeg,answer,replace_last_letter,last1,1,6,6,0,1,1
answe,answer,delete_last_letter,last1,1,6,5,1,1,1
answre,answer,swap_last_two_letters,last2,2,6,6,0,1,1
answaer,answer,insert_near_ending,last3,1,6,7,-1,1,1
anshwer,answer,insert_near_ending,last3,1,6,7,-1,1,1
answer,answer,no_typo,none,0,6,6,0,1,0
interqet,internet,replace_last_letter,last3,1,8,8,0,1,1
interet,internet,delete_last_letter,last3,1,8,7,1,1,1
internut,internet,replace_last_letter,last2,1,8,8,0,1,1
internt,internet,delete_last_letter,last2,1,8,7,1,1,1
internez,internet,replace_last_letter,last1,1,8,8,0,1,1
interne,internet,delete_last_letter,last1,1,8,7,1,1,1
internte,internet,swap_last_two_letters,last2,2,8,8,0,1,1
interonet,internet,insert_near_ending,last3,1,8,9,-1,1,1
internetu,internet,insert_near_ending,last3,1,8,9,-1,1,1
internet,internet,no_typo,none,0,8,8,0,1,0
webstte,website,replace_last_letter,last3,1,7,7,0,1,1
webste,website,delete_last_letter,last3,1,7,6,1,1,1
websige,website,replace_last_letter,last2,1,7,7,0,1,1
websie,website,delete_last_letter,last2,1,7,6,1,1,1
websitx,website,replace_last_letter,last1,1,7,7,0,1,1
websit,website,delete_last_letter,last1,1,7,6,1,1,1
websiet,website,swap_last_two_letters,last2,2,7,7,0,1,1
websitep,website,insert_near_ending,last3,1,7,8,-1,1,1
websiteh,website,insert_near_ending,last3,1,7,8,-1,1,1
website,website,no_typo,none,0,7,7,0,1,0
giteub,github,replace_last_letter,last3,1,6,6,0,1,1
gitub,github,delete_last_letter,last3,1,6,5,1,1,1
githvb,github,replace_last_letter,last2,1,6,6,0,1,1
githb,github,delete_last_letter,last2,1,6,5,1,1,1
githux,github,replace_last_letter,last1,1,6,6,0,1,1
githu,github,delete_last_letter,last1,1,6,5,1,1,1
githbu,github,swap_last_two_letters,last2,2,6,6,0,1,1
gityhub,github,insert_near_ending,last3,1,6,7,-1,1,1
github,github,no_typo,none,0,6,6,0,1,0
repositnry,repository,replace_last_letter,last3,1,10,10,0,1,1
repositry,repository,delete_last_letter,last3,1,10,9,1,1,1
repositohy,repository,replace_last_letter,last2,1,10,10,0,1,1
repositoy,repository,delete_last_letter,last2,1,10,9,1,1,1
repositorf,repository,replace_last_letter,last1,1,10,10,0,1,1
repositor,repository,delete_last_letter,last1,1,10,9,1,1,1
repositoyr,repository,swap_last_two_letters,last2,2,10,10,0,1,1
repositoryb,repository,insert_near_ending,last3,1,10,11,-1,1,1
repositodry,repository,insert_near_ending,last3,1,10,11,-1,1,1
repository,repository,no_typo,none,0,10,10,0,1,0
folper,folder,replace_last_letter,last3,1,6,6,0,1,1
foler,folder,delete_last_letter,last3,1,6,5,1,1,1
foldfr,folder,replace_last_letter,last2,1,6,6,0,1,1
foldr,folder,delete_last_letter,last2,1,6,5,1,1,1
foldeo,folder,replace_last_letter,last1,1,6,6,0,1,1
folde,folder,delete_last_letter,last1,1,6,5,1,1,1
foldre,folder,swap_last_two_letters,last2,2,6,6,0,1,1
foldeyr,folder,insert_near_ending,last3,1,6,7,-1,1,1
foldert,folder,insert_near_ending,last3,1,6,7,-1,1,1
folder,folder,no_typo,none,0,6,6,0,1,0
fyle,file,replace_last_letter,last3,1,4,4,0,1,1
fle,file,delete_last_letter,last3,1,4,3,1,1,1
fire,file,replace_last_letter,last2,1,4,4,0,1,1
fie,file,delete_last_letter,last2,1,4,3,1,1,1
filo,file,replace_last_letter,last1,1,4,4,0,1,1
fil,file,delete_last_letter,last1,1,4,3,1,1,1
fiel,file,swap_last_two_letters,last2,2,4,4,0,1,1
filef,file,insert_near_ending,last3,1,4,5,-1,1,1
fileo,file,insert_near_ending,last3,1,4,5,-1,1,1
file,file,no_typo,none,0,4,4,0,1,0
tajle,table,replace_last_letter,last3,1,5,5,0,1,1
tale,table,delete_last_letter,last3,1,5,4,1,1,1
tabze,table,replace_last_letter,last2,1,5,5,0,1,1
tabe,table,delete_last_letter,last2,1,5,4,1,1,1
tabli,table,replace_last_letter,last1,1,5,5,0,1,1
tabl,table,delete_last_letter,last1,1,5,4,1,1,1
tabel,table,swap_last_two_letters,last2,2,5,5,0,1,1
tablye,table,insert_near_ending,last3,1,5,6,-1,1,1
tableu,table,insert_near_ending,last3,1,5,6,-1,1,1
table,table,no_typo,none,0,5,5,0,1,0
picthre,picture,replace_last_letter,last3,1,7,7,0,1,1
pictre,picture,delete_last_letter,last3,1,7,6,1,1,1
pictuie,picture,replace_last_letter,last2,1,7,7,0,1,1
pictue,picture,delete_last_letter,last2,1,7,6,1,1,1
picturp,picture,replace_last_letter,last1,1,7,7,0,1,1
pictur,picture,delete_last_letter,last1,1,7,6,1,1,1
pictuer,picture,swap_last_two_letters,last2,2,7,7,0,1,1
pictwure,picture,insert_near_ending,last3,1,7,8,-1,1,1
picturhe,picture,insert_near_ending,last3,1,7,8,-1,1,1
picture,picture,no_typo,none,0,7,7,0,1,0
winjow,window,replace_last_letter,last3,1,6,6,0,1,1
winow,window,delete_last_letter,last3,1,6,5,1,1,1
windkw,window,replace_last_letter,last2,1,6,6,0,1,1
windw,window,delete_last_letter,last2,1,6,5,1,1,1
windok,window,replace_last_letter,last1,1,6,6,0,1,1
windo,window,delete_last_letter,last1,1,6,5,1,1,1
windwo,window,swap_last_two_letters,last2,2,6,6,0,1,1
winedow,window,insert_near_ending,last3,1,6,7,-1,1,1
windhow,window,insert_near_ending,last3,1,6,7,-1,1,1
window,window,no_typo,none,0,6,6,0,1,0
termimal,terminal,replace_last_letter,last3,1,8,8,0,1,1
termial,terminal,delete_last_letter,last3,1,8,7,1,1,1
terminxl,terminal,replace_last_letter,last2,1,8,8,0,1,1
terminl,terminal,delete_last_letter,last2,1,8,7,1,1,1
terminae,terminal,replace_last_letter,last1,1,8,8,0,1,1
termina,terminal,delete_last_letter,last1,1,8,7,1,1,1
terminla,terminal,swap_last_two_letters,last2,2,8,8,0,1,1
termincal,terminal,insert_near_ending,last3,1,8,9,-1,1,1
terminaln,terminal,insert_near_ending,last3,1,8,9,-1,1,1
terminal,terminal,no_typo,none,0,8,8,0,1,0
librlry,library,replace_last_letter,last3,1,7,7,0,1,1
librry,library,delete_last_letter,last3,1,7,6,1,1,1
librasy,library,replace_last_letter,last2,1,7,7,0,1,1
libray,library,delete_last_letter,last2,1,7,6,1,1,1
libraro,library,replace_last_letter,last1,1,7,7,0,1,1
librar,library,delete_last_letter,last1,1,7,6,1,1,1
librayr,library,swap_last_two_letters,last2,2,7,7,0,1,1
libraryb,library,insert_near_ending,last3,1,7,8,-1,1,1
libranry,library,insert_near_ending,last3,1,7,8,-1,1,1
library,library,no_typo,none,0,7,7,0,1,0
packnge,package,replace_last_letter,last3,1,7,7,0,1,1
packge,package,delete_last_letter,last3,1,7,6,1,1,1
packaze,package,replace_last_letter,last2,1,7,7,0,1,1
packae,package,delete_last_letter,last2,1,7,6,1,1,1
packagt,package,replace_last_letter,last1,1,7,7,0,1,1
packag,package,delete_last_letter,last1,1,7,6,1,1,1
packaeg,package,swap_last_two_letters,last2,2,7,7,0,1,1
packyage,package,insert_near_ending,last3,1,7,8,-1,1,1
packagep,package,insert_near_ending,last3,1,7,8,-1,1,1
package,package,no_typo,none,0,7,7,0,1,0
impart,import,replace_last_letter,last3,1,6,6,0,1,1
imprt,import,delete_last_letter,last3,1,6,5,1,1,1
impolt,import,replace_last_letter,last2,1,6,6,0,1,1
impot,import,delete_last_letter,last2,1,6,5,1,1,1
imporj,import,replace_last_letter,last1,1,6,6,0,1,1
impor,import,delete_last_letter,last1,1,6,5,1,1,1
impotr,import,swap_last_two_letters,last2,2,6,6,0,1,1
importn,import,insert_near_ending,last3,1,6,7,-1,1,1
impoprt,import,insert_near_ending,last3,1,6,7,-1,1,1
import,import,no_typo,none,0,6,6,0,1,0
exphrt,export,replace_last_letter,last3,1,6,6,0,1,1
exprt,export,delete_last_letter,last3,1,6,5,1,1,1
expoit,export,replace_last_letter,last2,1,6,6,0,1,1
expot,export,delete_last_letter,last2,1,6,5,1,1,1
exporn,export,replace_last_letter,last1,1,6,6,0,1,1
expor,export,delete_last_letter,last1,1,6,5,1,1,1
expotr,export,swap_last_two_letters,last2,2,6,6,0,1,1
exporta,export,insert_near_ending,last3,1,6,7,-1,1,1
exportk,export,insert_near_ending,last3,1,6,7,-1,1,1
export,export,no_typo,none,0,6,6,0,1,0
crewte,create,replace_last_letter,last3,1,6,6,0,1,1
crete,create,delete_last_letter,last3,1,6,5,1,1,1
creawe,create,replace_last_letter,last2,1,6,6,0,1,1
creae,create,delete_last_letter,last2,1,6,5,1,1,1
creatn,create,replace_last_letter,last1,1,6,6,0,1,1
creat,create,delete_last_letter,last1,1,6,5,1,1,1
creaet,create,swap_last_two_letters,last2,2,6,6,0,1,1
creaote,create,insert_near_ending,last3,1,6,7,-1,1,1
creatte,create,insert_near_ending,last3,1,6,7,-1,1,1
